Text,Label,is_alpha,is_numeric,capital_initial,unigram,bigram,trigram,text_length,contain_period,contain_percent,contain_hyphen,contain_word_percent
0.0226,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0226,Percent,0,1,0,1,0,0,6,1,0,0,0
2.277 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.0228,Percent,0,1,0,1,0,0,6,1,0,0,0
2.28 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0228,Percent,0,1,0,1,0,0,6,1,0,0,0
2.285 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.0229,Percent,0,1,0,1,0,0,6,1,0,0,0
2.292 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
2.3 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.023,Percent,0,1,0,1,0,0,5,1,0,0,0
2.30 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
2.300 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
2.31 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0231,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0232,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0233,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0233,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0234,Percent,0,1,0,1,0,0,6,1,0,0,0
2.34 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
2.35 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0235,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0236,Percent,0,1,0,1,0,0,6,1,0,0,0
2.37 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0237,Percent,0,1,0,1,0,0,6,1,0,0,0
2.375 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
2.377 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.0238,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0239,Percent,0,1,0,1,0,0,6,1,0,0,0
2.4 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.024,Percent,0,1,0,1,0,0,5,1,0,0,0
2.40 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.024,Percent,0,1,0,1,0,0,5,1,0,0,0
0.024,Percent,0,1,0,1,0,0,5,1,0,0,0
2.41 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0241,Percent,0,1,0,1,0,0,6,1,0,0,0
2.424 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.0244,Percent,0,1,0,1,0,0,6,1,0,0,0
2.4412 percent,Percent,1,0,1,0,1,0,14,1,0,0,1
2.45 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0246,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0247,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0247,Percent,0,1,0,1,0,0,6,1,0,0,0
2.48 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0248,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0249,Percent,0,1,0,1,0,0,6,1,0,0,0
2.5 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.025,Percent,0,1,0,1,0,0,5,1,0,0,0
0.025,Percent,0,1,0,1,0,0,5,1,0,0,0
2.505 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
2.51 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0251,Percent,0,1,0,1,0,0,6,1,0,0,0
2.516 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.0252,Percent,0,1,0,1,0,0,6,1,0,0,0
2.525 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
2.53 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
2.531 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.0253,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0254,Percent,0,1,0,1,0,0,6,1,0,0,0
2.55 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0255,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0256,Percent,0,1,0,1,0,0,6,1,0,0,0
2.57 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0257,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0257,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0258,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0259,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0259,Percent,0,1,0,1,0,0,6,1,0,0,0
2.6 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.026,Percent,0,1,0,1,0,0,5,1,0,0,0
0.026,Percent,0,1,0,1,0,0,5,1,0,0,0
0.026,Percent,0,1,0,1,0,0,5,1,0,0,0
0.0261,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0262,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0262,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0263,Percent,0,1,0,1,0,0,6,1,0,0,0
2.64 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0264,Percent,0,1,0,1,0,0,6,1,0,0,0
2.641 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
2.648 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.0265,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0265,Percent,0,1,0,1,0,0,6,1,0,0,0
2.66 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0266,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0266,Percent,0,1,0,1,0,0,6,1,0,0,0
2.67 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0267,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0268,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0269,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0269,Percent,0,1,0,1,0,0,6,1,0,0,0
2.7 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.027,Percent,0,1,0,1,0,0,5,1,0,0,0
0.027,Percent,0,1,0,1,0,0,5,1,0,0,0
0.027,Percent,0,1,0,1,0,0,5,1,0,0,0
2.71 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
2.72 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0272,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0273,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0274,Percent,0,1,0,1,0,0,6,1,0,0,0
2.75 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0275,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0276,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0277,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0278,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0279,Percent,0,1,0,1,0,0,6,1,0,0,0
2.8 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.028,Percent,0,1,0,1,0,0,5,1,0,0,0
2.80 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.028,Percent,0,1,0,1,0,0,5,1,0,0,0
0.0281,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0282,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0283,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0284,Percent,0,1,0,1,0,0,6,1,0,0,0
2.85 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0285,Percent,0,1,0,1,0,0,6,1,0,0,0
2.86 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0286,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0287,Percent,0,1,0,1,0,0,6,1,0,0,0
2.875 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
2.88 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0288,Percent,0,1,0,1,0,0,6,1,0,0,0
2.89 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0289,Percent,0,1,0,1,0,0,6,1,0,0,0
2.9 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.029,Percent,0,1,0,1,0,0,5,1,0,0,0
0.029,Percent,0,1,0,1,0,0,5,1,0,0,0
0.0291,Percent,0,1,0,1,0,0,6,1,0,0,0
2.92 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0292,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0294,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0295,Percent,0,1,0,1,0,0,6,1,0,0,0
2.95 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0295,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0296,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0297,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0297,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0298,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0299,Percent,0,1,0,1,0,0,6,1,0,0,0
20 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.2,Percent,0,1,0,1,0,0,3,1,0,0,0
20-25 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
20-25%,Percent,1,0,1,1,0,0,6,0,1,1,0
20-30 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
20-30%,Percent,1,0,1,1,0,0,6,0,1,1,0
0.2,Percent,0,1,0,1,0,0,3,1,0,0,0
20.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.201,Percent,0,1,0,1,0,0,5,1,0,0,0
20.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.202,Percent,0,1,0,1,0,0,5,1,0,0,0
20.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
20.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.204,Percent,0,1,0,1,0,0,5,1,0,0,0
20.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.205,Percent,0,1,0,1,0,0,5,1,0,0,0
0.205,Percent,0,1,0,1,0,0,5,1,0,0,0
20.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.206,Percent,0,1,0,1,0,0,5,1,0,0,0
20.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.207,Percent,0,1,0,1,0,0,5,1,0,0,0
0.2079,Percent,0,1,0,1,0,0,6,1,0,0,0
20.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.208,Percent,0,1,0,1,0,0,5,1,0,0,0
0.209,Percent,0,1,0,1,0,0,5,1,0,0,0
20.97 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
20.98 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
200 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
2,Percent,0,1,0,1,0,0,1,0,0,0,0
2.02,Percent,0,1,0,1,0,0,4,1,0,0,0
204 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
2.04,Percent,0,1,0,1,0,0,4,1,0,0,0
2.06,Percent,0,1,0,1,0,0,4,1,0,0,0
2.08,Percent,0,1,0,1,0,0,4,1,0,0,0
21 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.21,Percent,0,1,0,1,0,0,4,1,0,0,0
21.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.211,Percent,0,1,0,1,0,0,5,1,0,0,0
21.15 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
21.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.212,Percent,0,1,0,1,0,0,5,1,0,0,0
21.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.213,Percent,0,1,0,1,0,0,5,1,0,0,0
21.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.214,Percent,0,1,0,1,0,0,5,1,0,0,0
21.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.215,Percent,0,1,0,1,0,0,5,1,0,0,0
0.216,Percent,0,1,0,1,0,0,5,1,0,0,0
21.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.217,Percent,0,1,0,1,0,0,5,1,0,0,0
21.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.218,Percent,0,1,0,1,0,0,5,1,0,0,0
21.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
2.1,Percent,0,1,0,1,0,0,3,1,0,0,0
2.12,Percent,0,1,0,1,0,0,4,1,0,0,0
213 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
22 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.22,Percent,0,1,0,1,0,0,4,1,0,0,0
0.22,Percent,0,1,0,1,0,0,4,1,0,0,0
22.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.221,Percent,0,1,0,1,0,0,5,1,0,0,0
22.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.222,Percent,0,1,0,1,0,0,5,1,0,0,0
22.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.224,Percent,0,1,0,1,0,0,5,1,0,0,0
22.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.225,Percent,0,1,0,1,0,0,5,1,0,0,0
22.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.226,Percent,0,1,0,1,0,0,5,1,0,0,0
0.2261,Percent,0,1,0,1,0,0,6,1,0,0,0
0.227,Percent,0,1,0,1,0,0,5,1,0,0,0
22.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.228,Percent,0,1,0,1,0,0,5,1,0,0,0
22.81 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
22.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
220 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
2.2,Percent,0,1,0,1,0,0,3,1,0,0,0
2.244,Percent,0,1,0,1,0,0,5,1,0,0,0
2.27,Percent,0,1,0,1,0,0,4,1,0,0,0
23 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.23,Percent,0,1,0,1,0,0,4,1,0,0,0
23-29 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
0.231,Percent,0,1,0,1,0,0,5,1,0,0,0
23.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.232,Percent,0,1,0,1,0,0,5,1,0,0,0
0.2322,Percent,0,1,0,1,0,0,6,1,0,0,0
0.2324,Percent,0,1,0,1,0,0,6,1,0,0,0
0.233,Percent,0,1,0,1,0,0,5,1,0,0,0
0.234,Percent,0,1,0,1,0,0,5,1,0,0,0
23.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.235,Percent,0,1,0,1,0,0,5,1,0,0,0
23.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.236,Percent,0,1,0,1,0,0,5,1,0,0,0
23.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.237,Percent,0,1,0,1,0,0,5,1,0,0,0
0.2372,Percent,0,1,0,1,0,0,6,1,0,0,0
23.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.238,Percent,0,1,0,1,0,0,5,1,0,0,0
0.239,Percent,0,1,0,1,0,0,5,1,0,0,0
230 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
2.3,Percent,0,1,0,1,0,0,3,1,0,0,0
2.31,Percent,0,1,0,1,0,0,4,1,0,0,0
2.33,Percent,0,1,0,1,0,0,4,1,0,0,0
24 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.24,Percent,0,1,0,1,0,0,4,1,0,0,0
240,Percent,0,1,0,1,0,0,3,0,0,0,0
0.24,Percent,0,1,0,1,0,0,4,1,0,0,0
0.241,Percent,0,1,0,1,0,0,5,1,0,0,0
24.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.242,Percent,0,1,0,1,0,0,5,1,0,0,0
0.244,Percent,0,1,0,1,0,0,5,1,0,0,0
0.245,Percent,0,1,0,1,0,0,5,1,0,0,0
0.2455,Percent,0,1,0,1,0,0,6,1,0,0,0
24.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.248,Percent,0,1,0,1,0,0,5,1,0,0,0
24.9 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
2.4,Percent,0,1,0,1,0,0,3,1,0,0,0
2.45,Percent,0,1,0,1,0,0,4,1,0,0,0
248 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
25 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.25,Percent,0,1,0,1,0,0,4,1,0,0,0
250,Percent,0,1,0,1,0,0,3,0,0,0,0
25-29%,Percent,1,0,1,1,0,0,6,0,1,1,0
25-30 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
25-50%,Percent,1,0,1,1,0,0,6,0,1,1,0
25.07 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.251,Percent,0,1,0,1,0,0,5,1,0,0,0
0.252,Percent,0,1,0,1,0,0,5,1,0,0,0
0.253,Percent,0,1,0,1,0,0,5,1,0,0,0
25.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.254,Percent,0,1,0,1,0,0,5,1,0,0,0
25.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.255,Percent,0,1,0,1,0,0,5,1,0,0,0
0.2559,Percent,0,1,0,1,0,0,6,1,0,0,0
25.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.257,Percent,0,1,0,1,0,0,5,1,0,0,0
0.259,Percent,0,1,0,1,0,0,5,1,0,0,0
0.2598,Percent,0,1,0,1,0,0,6,1,0,0,0
250 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
2.5,Percent,0,1,0,1,0,0,3,1,0,0,0
2.51,Percent,0,1,0,1,0,0,4,1,0,0,0
2.57,Percent,0,1,0,1,0,0,4,1,0,0,0
26 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.26,Percent,0,1,0,1,0,0,4,1,0,0,0
26-32 percent,Percent,1,0,1,0,1,0,13,0,0,1,1
0.2603,Percent,0,1,0,1,0,0,6,1,0,0,0
0.262,Percent,0,1,0,1,0,0,5,1,0,0,0
26.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
26.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.264,Percent,0,1,0,1,0,0,5,1,0,0,0
26.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.265,Percent,0,1,0,1,0,0,5,1,0,0,0
26.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.266,Percent,0,1,0,1,0,0,5,1,0,0,0
26.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.267,Percent,0,1,0,1,0,0,5,1,0,0,0
0.268,Percent,0,1,0,1,0,0,5,1,0,0,0
0.269,Percent,0,1,0,1,0,0,5,1,0,0,0
2.6,Percent,0,1,0,1,0,0,3,1,0,0,0
2.62,Percent,0,1,0,1,0,0,4,1,0,0,0
27 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.27,Percent,0,1,0,1,0,0,4,1,0,0,0
27.1 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
27.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.272,Percent,0,1,0,1,0,0,5,1,0,0,0
27.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.273,Percent,0,1,0,1,0,0,5,1,0,0,0
27.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
27.5 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.276,Percent,0,1,0,1,0,0,5,1,0,0,0
27.7 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.277,Percent,0,1,0,1,0,0,5,1,0,0,0
0.279,Percent,0,1,0,1,0,0,5,1,0,0,0
2.7,Percent,0,1,0,1,0,0,3,1,0,0,0
2.78,Percent,0,1,0,1,0,0,4,1,0,0,0
28 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.28,Percent,0,1,0,1,0,0,4,1,0,0,0
0.28,Percent,0,1,0,1,0,0,4,1,0,0,0
28.2 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
28.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.2836,Percent,0,1,0,1,0,0,6,1,0,0,0
28.4 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.284,Percent,0,1,0,1,0,0,5,1,0,0,0
0.2845,Percent,0,1,0,1,0,0,6,1,0,0,0
28.8 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.289,Percent,0,1,0,1,0,0,5,1,0,0,0
0.2895,Percent,0,1,0,1,0,0,6,1,0,0,0
29 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.29,Percent,0,1,0,1,0,0,4,1,0,0,0
29.03 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.291,Percent,0,1,0,1,0,0,5,1,0,0,0
29.3 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.293,Percent,0,1,0,1,0,0,5,1,0,0,0
0.294,Percent,0,1,0,1,0,0,5,1,0,0,0
0.295,Percent,0,1,0,1,0,0,5,1,0,0,0
29.6 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.296,Percent,0,1,0,1,0,0,5,1,0,0,0
0.298,Percent,0,1,0,1,0,0,5,1,0,0,0
0.299,Percent,0,1,0,1,0,0,5,1,0,0,0
2.96,Percent,0,1,0,1,0,0,4,1,0,0,0
3 percent,Percent,1,0,1,0,1,0,9,0,0,0,1
0.03,Percent,0,1,0,1,0,0,4,1,0,0,0
"3,000 percent",Percent,1,0,1,0,1,0,13,0,0,0,1
"3,641 percent",Percent,1,0,1,0,1,0,13,0,0,0,1
3-4 percent,Percent,1,0,1,0,1,0,11,0,0,1,1
3-4%,Percent,1,0,1,1,0,0,4,0,1,1,0
3-5 percent,Percent,1,0,1,0,1,0,11,0,0,1,1
3-5%,Percent,1,0,1,1,0,0,4,0,1,1,0
3-7%,Percent,1,0,1,1,0,0,4,0,1,1,0
3.0 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.03,Percent,0,1,0,1,0,0,4,1,0,0,0
0.03,Percent,0,1,0,1,0,0,4,1,0,0,0
0.0302,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0303,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0305,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0306,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0308,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0309,Percent,0,1,0,1,0,0,6,1,0,0,0
3.1 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.031,Percent,0,1,0,1,0,0,5,1,0,0,0
0.031,Percent,0,1,0,1,0,0,5,1,0,0,0
3.12 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
3.14 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0316,Percent,0,1,0,1,0,0,6,1,0,0,0
3.17 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0318,Percent,0,1,0,1,0,0,6,1,0,0,0
3.2 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.032,Percent,0,1,0,1,0,0,5,1,0,0,0
3.21 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
3.22 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0323,Percent,0,1,0,1,0,0,6,1,0,0,0
3.24 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
3.25 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0325,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0326,Percent,0,1,0,1,0,0,6,1,0,0,0
3.276 percent,Percent,1,0,1,0,1,0,13,1,0,0,1
0.0328,Percent,0,1,0,1,0,0,6,1,0,0,0
3.3 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.033,Percent,0,1,0,1,0,0,5,1,0,0,0
0.0332,Percent,0,1,0,1,0,0,6,1,0,0,0
3.34 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0335,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0336,Percent,0,1,0,1,0,0,6,1,0,0,0
3.37 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0337,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0339,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0339,Percent,0,1,0,1,0,0,6,1,0,0,0
3.4 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.034,Percent,0,1,0,1,0,0,5,1,0,0,0
0.034,Percent,0,1,0,1,0,0,5,1,0,0,0
0.0342,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0344,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0344,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0345,Percent,0,1,0,1,0,0,6,1,0,0,0
3.46 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0346,Percent,0,1,0,1,0,0,6,1,0,0,0
3.48 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
3.49 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
3.5 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.035,Percent,0,1,0,1,0,0,5,1,0,0,0
0.035,Percent,0,1,0,1,0,0,5,1,0,0,0
0.0353,Percent,0,1,0,1,0,0,6,1,0,0,0
3.56 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0356,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0357,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0358,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0359,Percent,0,1,0,1,0,0,6,1,0,0,0
3.6 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.036,Percent,0,1,0,1,0,0,5,1,0,0,0
0.036,Percent,0,1,0,1,0,0,5,1,0,0,0
3.61 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0361,Percent,0,1,0,1,0,0,6,1,0,0,0
3.64 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0364,Percent,0,1,0,1,0,0,6,1,0,0,0
3.7 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.037,Percent,0,1,0,1,0,0,5,1,0,0,0
0.0371,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0372,Percent,0,1,0,1,0,0,6,1,0,0,0
3.74 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0374,Percent,0,1,0,1,0,0,6,1,0,0,0
3.75 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0375,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0376,Percent,0,1,0,1,0,0,6,1,0,0,0
3.77 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0377,Percent,0,1,0,1,0,0,6,1,0,0,0
3.78 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0378,Percent,0,1,0,1,0,0,6,1,0,0,0
3.8 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.038,Percent,0,1,0,1,0,0,5,1,0,0,0
3.82 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0387,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0388,Percent,0,1,0,1,0,0,6,1,0,0,0
3.89 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0389,Percent,0,1,0,1,0,0,6,1,0,0,0
3.9 percent,Percent,1,0,1,0,1,0,11,1,0,0,1
0.039,Percent,0,1,0,1,0,0,5,1,0,0,0
0.039,Percent,0,1,0,1,0,0,5,1,0,0,0
3.91 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0391,Percent,0,1,0,1,0,0,6,1,0,0,0
0.0392,Percent,0,1,0,1,0,0,6,1,0,0,0
3.96 percent,Percent,1,0,1,0,1,0,12,1,0,0,1
0.0397,Percent,0,1,0,1,0,0,6,1,0,0,0
3/4 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
3/8 percent,Percent,1,0,1,0,1,0,11,0,0,0,1
30 percent,Percent,1,0,1,0,1,0,10,0,0,0,1
0.3,Percent,0,1,0,1,0,0,3,1,0,0,0
